latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
37.855885,32.453083,1020.0,10800,Europe/Istanbul,GMT+3

time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_mean (%),wind_speed_10m_max (km/h),surface_pressure_mean (hPa),cloud_cover_mean (%),precipitation_sum (mm)
2021-01-11,10.7,15.6,6.4,76,10.2,904.9,91,0.30
2021-01-12,13.2,19.3,9.7,57,23.9,902.3,86,0.00
2021-01-13,7.7,11.2,2.2,79,23.4,889.7,83,14.60
2021-01-14,3.0,7.7,-1.6,86,9.7,888.5,62,1.60
2021-01-15,2.1,9.0,-3.1,82,25.6,892.2,70,2.70
2021-01-16,2.4,6.5,-0.5,83,9.5,891.5,89,0.30
2021-01-17,2.4,6.3,-2.9,74,13.0,886.7,53,1.10
2021-01-18,-4.1,-2.2,-5.6,74,13.9,896.4,82,2.10
2021-01-19,-5.1,-1.1,-7.4,49,11.5,899.6,14,0.00
2021-01-20,-5.1,-0.5,-7.4,49,16.2,904.7,16,0.00
2021-01-21,-2.4,4.6,-7.8,43,8.0,910.1,32,0.00
2021-01-22,0.2,8.2,-5.5,57,7.2,908.3,33,0.00
2021-01-23,1.6,8.7,-3.7,63,8.8,904.2,30,0.00
2021-01-24,3.0,10.5,-1.8,71,17.1,900.4,35,0.00
2021-01-25,3.5,9.1,-0.5,81,22.4,899.4,72,0.50
2021-01-26,5.9,12.4,1.4,80,24.7,899.9,87,0.10
2021-01-27,5.1,10.5,2.1,81,28.0,890.4,78,14.10
2021-01-28,1.0,5.0,-4.1,57,19.8,890.3,27,0.10
2021-01-29,-1.7,3.7,-5.2,56,12.9,894.3,18,0.00
2021-01-30,0.2,7.7,-5.6,65,15.5,891.8,72,5.10
2021-01-31,4.4,11.1,-0.6,75,13.1,894.4,48,0.40
2021-02-01,5.2,13.3,0.5,72,16.6,900.2,27,0.00
2021-02-02,6.4,14.4,-0.2,70,10.9,902.0,86,0.00
2021-02-03,7.7,13.2,2.6,70,8.4,900.8,93,0.20
2021-02-04,7.1,14.6,1.7,74,8.4,899.5,11,0.00
2021-02-05,6.8,14.2,1.6,64,10.8,901.7,0,0.00
2021-02-06,7.7,16.7,0.5,56,8.6,901.9,23,0.00
2021-02-07,8.8,19.7,1.7,60,10.5,900.8,26,0.00
2021-02-08,9.4,14.9,5.5,49,12.9,901.1,86,0.00
2021-02-09,9.1,16.6,2.5,57,16.0,901.4,16,0.00
2021-02-10,7.5,13.9,2.8,61,17.9,900.1,18,0.10
2021-02-11,8.7,18.9,2.2,57,18.2,899.4,25,0.00
2021-02-12,7.6,13.6,3.5,61,21.5,896.9,26,0.10
2021-02-13,3.7,9.0,-0.8,66,11.1,902.0,47,0.00
2021-02-14,6.2,14.3,-0.7,54,19.3,898.1,7,0.00
2021-02-15,4.7,10.8,-1.2,74,19.4,894.1,49,1.70
2021-02-16,-3.6,-1.5,-5.5,68,25.0,892.3,99,4.20
2021-02-17,-7.0,-5.2,-9.4,75,26.6,893.7,82,2.70
2021-02-18,-9.7,-3.8,-15.3,72,9.9,898.4,38,0.00
2021-02-19,-4.3,0.7,-10.2,68,12.6,904.1,55,0.00
2021-02-20,-5.6,1.5,-14.2,67,10.5,906.4,50,0.00
2021-02-21,-2.5,3.4,-7.7,53,8.4,908.8,44,0.00
2021-02-22,-0.9,6.7,-6.8,40,10.5,909.8,2,0.00
2021-02-23,2.7,10.7,-3.3,38,15.2,909.8,0,0.00
2021-02-24,5.5,14.0,-0.5,46,14.8,907.2,3,0.00
2021-02-25,4.2,9.1,0.8,59,20.8,909.0,25,0.00
2021-02-26,3.6,10.7,-1.9,59,11.7,907.7,0,0.00
2021-02-27,5.0,13.0,-1.3,49,9.4,901.8,0,0.00
2021-02-28,5.4,12.8,-0.5,50,20.1,900.3,14,0.00
2021-03-01,1.2,5.9,-3.0,55,17.3,904.3,8,0.00
2021-03-02,1.4,6.4,-2.9,55,14.8,904.0,43,1.30
2021-03-03,3.3,8.7,0.3,56,17.7,903.1,60,6.50
2021-03-04,3.6,9.6,-1.0,54,15.5,903.4,1,0.00
2021-03-05,5.4,16.3,-3.5,42,10.0,902.0,0,0.00
2021-03-06,6.1,13.3,0.2,55,14.3,902.1,65,0.00
2021-03-07,5.6,12.2,-0.1,73,13.2,900.5,30,2.70
2021-03-08,4.9,11.8,1.2,59,11.7,898.4,48,0.00
2021-03-09,6.2,11.9,-0.1,40,12.2,898.3,78,0.00
2021-03-10,8.7,15.9,1.3,58,8.3,896.2,59,0.10
2021-03-11,7.7,15.7,2.2,67,23.6,889.4,45,6.80
2021-03-12,1.9,6.7,-1.9,55,25.6,899.9,38,0.00
2021-03-13,5.7,14.6,-2.8,47,11.0,900.1,21,0.00
2021-03-14,8.3,15.4,2.5,69,12.5,897.4,80,0.70
2021-03-15,9.0,13.7,6.3,76,16.6,892.9,94,1.20
2021-03-16,7.2,10.1,4.9,68,28.8,889.0,48,3.10
2021-03-17,5.1,9.1,0.8,76,19.0,888.5,63,10.50
2021-03-18,3.6,9.7,-1.6,62,21.2,893.1,32,0.30
2021-03-19,4.9,13.3,-2.1,64,20.9,897.5,14,0.00
2021-03-20,7.4,14.4,1.4,67,15.6,898.4,68,0.00
2021-03-21,9.8,19.4,1.8,64,17.1,895.0,15,0.10
2021-03-22,11.7,20.3,5.3,62,28.3,889.8,30,5.10
2021-03-23,8.8,15.4,3.0,74,31.4,885.4,82,21.90
2021-03-24,1.8,4.0,-0.4,71,23.5,885.3,96,9.30
2021-03-25,-1.0,2.3,-3.1,68,23.7,893.4,86,3.90
2021-03-26,-1.0,2.4,-3.4,66,19.5,900.4,50,1.90
2021-03-27,0.7,6.4,-6.1,65,12.3,907.0,34,0.00
2021-03-28,2.6,9.5,-3.9,63,14.8,909.3,10,0.00
2021-03-29,5.2,13.0,-2.1,55,10.6,906.7,3,0.00
2021-03-30,4.4,8.3,0.5,70,16.1,902.4,76,0.10
2021-03-31,5.5,9.8,1.5,77,16.3,897.7,82,1.40
2021-04-01,6.7,12.2,3.2,74,9.4,895.6,79,4.10
2021-04-02,6.3,11.4,2.8,71,12.3,897.2,63,3.00
2021-04-03,7.9,15.5,0.2,60,12.9,899.4,31,0.00
2021-04-04,9.5,16.4,2.8,62,20.9,901.1,28,0.60
2021-04-05,12.4,19.1,7.0,50,24.2,899.9,75,0.00
2021-04-06,13.7,22.7,5.7,38,25.6,898.4,73,0.00
2021-04-07,15.1,22.5,8.1,33,24.8,895.9,9,0.00
2021-04-08,13.2,20.9,7.0,34,21.1,895.7,44,0.00
2021-04-09,4.4,9.8,1.2,69,26.6,897.9,79,2.00
2021-04-10,1.1,3.5,-1.1,64,38.3,898.3,99,7.10
2021-04-11,2.4,6.4,-1.6,62,22.0,900.9,82,0.10
2021-04-12,4.1,8.9,0.4,59,12.0,903.0,80,0.20
2021-04-13,6.7,13.7,0.0,53,12.6,902.8,73,0.00
2021-04-14,11.4,19.1,4.1,51,18.1,901.5,67,0.20
2021-04-15,13.3,20.0,7.6,46,17.4,901.0,52,0.10
2021-04-16,14.9,22.9,7.3,38,17.9,900.5,72,0.00
2021-04-17,17.1,24.9,9.0,38,20.2,902.8,94,0.20
2021-04-18,19.6,26.9,13.9,38,27.6,904.5,99,0.30
2021-04-19,18.4,26.3,11.2,45,21.1,901.0,87,0.30
2021-04-20,17.7,24.2,11.4,29,21.3,895.6,47,0.00
2021-04-21,13.5,20.2,6.5,37,11.1,899.9,16,0.00
2021-04-22,13.8,20.8,7.9,32,11.2,903.7,12,0.00
2021-04-23,15.7,24.3,6.8,31,16.6,904.9,35,0.00
2021-04-24,16.6,23.5,9.5,39,12.7,902.1,39,0.00
2021-04-25,16.7,22.5,11.8,45,14.8,896.8,76,0.30
2021-04-26,13.7,18.0,10.4,63,18.4,895.5,54,0.90
2021-04-27,14.2,22.0,6.4,56,14.8,900.3,21,0.00
2021-04-28,19.9,28.5,11.0,36,19.1,902.4,73,0.00
2021-04-29,21.5,27.8,15.9,35,27.5,904.3,78,0.00
2021-04-30,20.8,26.7,14.2,38,19.9,904.1,36,0.10
2021-05-01,20.8,28.2,12.1,31,17.6,905.0,15,0.00
2021-05-02,22.5,30.6,13.6,31,22.6,903.7,40,0.00
2021-05-03,25.0,32.3,17.2,27,18.5,901.9,54,0.00
2021-05-04,21.1,25.9,15.9,37,16.6,900.1,70,0.10
2021-05-05,18.9,25.9,12.0,48,10.0,898.7,59,0.00
2021-05-06,17.7,23.8,12.4,50,18.7,898.6,57,1.10
2021-05-07,17.9,24.4,10.1,46,8.9,902.9,9,0.00
2021-05-08,21.9,29.4,13.0,31,23.5,901.4,70,0.20
2021-05-09,16.8,21.2,11.3,40,22.1,902.0,3,0.00
2021-05-10,12.0,18.2,6.7,33,19.3,903.4,0,0.00
2021-05-11,15.0,23.0,7.0,29,14.3,899.4,0,0.00
2021-05-12,19.8,28.7,9.7,22,16.4,896.6,4,0.00
2021-05-13,20.9,29.8,12.0,26,17.9,897.6,10,0.00
2021-05-14,21.2,30.1,11.9,24,21.3,899.9,8,0.00
2021-05-15,21.7,30.2,12.6,27,19.7,899.2,6,0.00
2021-05-16,19.7,26.3,13.6,25,22.3,894.4,63,0.40
2021-05-17,18.7,25.2,12.1,37,10.5,896.5,27,0.00
2021-05-18,21.1,29.7,11.7,37,21.1,898.6,15,0.00
2021-05-19,20.3,26.7,13.5,42,14.8,901.6,0,0.00
2021-05-20,23.2,32.4,13.8,21,24.4,898.5,0,0.00
2021-05-21,21.1,28.3,15.2,22,31.7,895.8,0,0.00
2021-05-22,14.9,19.7,10.9,47,22.9,899.4,34,0.30
2021-05-23,16.2,22.4,9.1,43,23.0,902.1,10,0.00
2021-05-24,18.7,25.1,12.0,41,20.6,904.9,0,0.00
2021-05-25,20.9,27.7,13.5,33,14.3,904.9,7,0.00
2021-05-26,23.5,31.0,15.0,25,14.2,901.1,6,0.00
2021-05-27,23.7,30.2,17.9,27,19.9,898.9,50,0.20
2021-05-28,22.3,30.7,13.8,40,18.2,896.3,19,0.30
2021-05-29,19.8,25.0,14.8,40,16.5,897.6,22,0.50
2021-05-30,19.8,28.3,11.5,42,17.8,900.9,16,0.00
2021-05-31,20.5,28.0,14.2,46,17.9,897.5,33,0.20
2021-06-01,16.4,23.5,11.3,66,22.1,895.4,53,5.70
2021-06-02,15.4,21.1,9.2,56,18.7,899.6,20,0.90
2021-06-03,15.3,22.5,7.4,46,19.9,903.1,23,0.00
2021-06-04,15.5,20.4,9.4,46,19.3,904.4,34,0.00
2021-06-05,15.5,20.2,9.9,41,17.4,903.3,41,0.00
2021-06-06,17.0,23.3,10.5,38,13.8,902.5,2,0.00
2021-06-07,20.1,28.0,11.2,29,18.8,902.5,14,0.00
2021-06-08,20.9,27.0,14.5,36,20.9,900.7,27,0.70
2021-06-09,20.0,27.1,12.9,52,13.4,898.5,27,0.60
2021-06-10,18.3,24.1,13.3,59,14.6,897.0,59,1.40
2021-06-11,17.9,24.1,11.9,63,16.6,898.5,36,0.70
2021-06-12,17.9,23.8,11.0,60,23.2,900.0,37,1.20
2021-06-13,19.8,25.5,11.7,48,11.6,899.7,32,0.10
2021-06-14,19.4,24.4,15.4,48,21.3,896.2,41,1.00
2021-06-15,17.7,24.2,11.6,59,23.2,896.9,27,0.20
2021-06-16,15.7,20.6,11.3,59,18.4,896.7,36,2.30
2021-06-17,18.2,27.2,10.0,49,15.9,902.5,28,0.00
2021-06-18,19.6,26.0,12.4,53,10.6,902.4,36,0.00
2021-06-19,22.1,28.3,14.7,40,12.7,899.5,25,0.00
2021-06-20,23.8,30.4,16.2,41,20.0,898.0,23,0.00
2021-06-21,21.1,26.4,15.5,56,16.2,898.3,62,1.80
2021-06-22,19.6,25.4,15.4,64,18.1,900.3,51,6.90
2021-06-23,20.5,26.3,13.3,56,11.9,902.0,24,0.20
2021-06-24,21.7,26.5,17.3,55,16.7,902.1,31,0.40
2021-06-25,23.0,27.9,17.8,48,16.0,901.6,11,0.00
2021-06-26,22.3,27.6,15.9,51,18.6,900.1,31,0.10
2021-06-27,23.9,29.7,18.8,46,15.0,900.9,14,0.00
2021-06-28,24.5,29.1,19.7,43,17.1,902.4,12,0.00
2021-06-29,24.4,29.9,19.1,39,18.4,902.8,3,0.00
2021-06-30,24.9,31.2,18.6,31,17.4,902.7,0,0.00
2021-07-01,26.9,33.6,18.8,27,11.2,901.8,2,0.00
2021-07-02,28.4,36.2,18.3,24,20.7,898.6,8,0.00
2021-07-03,25.1,33.4,19.1,34,20.6,894.3,16,0.20
2021-07-04,21.7,27.5,15.9,46,19.5,896.9,10,0.10
2021-07-05,21.6,27.4,14.7,42,13.0,897.8,36,0.00
2021-07-06,23.1,28.6,17.5,38,20.0,897.1,34,0.00
2021-07-07,22.9,28.7,15.7,49,15.0,900.0,35,0.00
2021-07-08,24.3,28.7,18.3,52,13.0,902.0,28,1.00
2021-07-09,24.7,29.7,19.2,48,15.5,901.3,21,0.10
2021-07-10,23.9,28.2,18.7,41,17.9,898.6,18,0.00
2021-07-11,24.3,30.2,18.0,36,19.8,898.2,4,0.00
2021-07-12,25.9,32.1,18.2,30,16.6,899.5,27,0.00
2021-07-13,27.2,32.6,20.1,33,14.8,899.9,18,0.00
2021-07-14,26.5,32.7,20.3,33,19.2,899.7,1,0.00
2021-07-15,25.1,30.5,19.2,34,19.8,899.3,0,0.00
2021-07-16,25.3,31.8,18.5,34,15.9,898.7,0,0.00
2021-07-17,28.0,35.1,20.4,31,9.1,896.9,0,0.00
2021-07-18,30.1,37.0,22.2,25,15.9,896.2,4,0.00
2021-07-19,28.9,36.4,19.6,21,19.4,898.0,0,0.00
2021-07-20,28.6,35.4,20.0,19,18.1,898.2,0,0.00
2021-07-21,29.1,34.6,22.6,35,19.2,898.5,31,0.00
2021-07-22,26.2,31.5,21.3,43,21.9,898.7,20,0.00
2021-07-23,23.1,28.4,17.6,40,19.7,898.2,19,0.00
2021-07-24,23.0,28.4,17.7,36,19.1,898.2,8,0.00
2021-07-25,22.8,28.1,16.7,38,17.1,899.7,14,0.00
2021-07-26,24.6,30.2,18.5,36,17.3,902.4,17,0.00
2021-07-27,24.1,29.9,17.7,41,21.8,904.2,6,0.00
2021-07-28,24.2,29.5,18.4,32,24.6,903.5,0,0.00
2021-07-29,22.6,28.4,16.4,33,21.9,901.4,0,0.00
2021-07-30,24.5,30.8,17.2,28,22.1,899.8,0,0.00
2021-07-31,25.3,30.8,19.1,32,19.7,899.6,0,0.00
2021-08-01,26.3,32.3,20.3,26,16.6,899.9,0,0.00
2021-08-02,25.6,31.4,19.5,29,18.8,900.4,0,0.00
2021-08-03,26.8,33.3,20.5,27,17.2,902.0,0,0.00
2021-08-04,28.0,34.2,21.8,27,15.3,903.2,0,0.00
2021-08-05,28.4,34.4,22.0,26,15.9,901.8,0,0.00
2021-08-06,29.0,36.2,20.6,23,17.6,896.8,22,0.00
2021-08-07,25.3,32.1,19.6,39,23.5,894.5,49,0.90
2021-08-08,21.9,26.6,17.2,54,20.2,900.4,27,2.30
2021-08-09,22.6,26.8,18.1,52,15.9,903.0,19,1.40
2021-08-10,23.1,28.5,18.0,43,22.7,901.9,9,0.00
2021-08-11,22.6,28.6,17.1,43,23.7,901.0,23,0.10
2021-08-12,22.4,28.0,16.5,39,18.6,901.7,10,0.00
2021-08-13,22.5,27.6,17.9,47,20.0,904.1,15,0.00
2021-08-14,21.8,26.6,17.7,42,19.9,903.6,5,0.00
2021-08-15,20.5,26.5,15.0,46,16.7,902.2,0,0.00
2021-08-16,21.2,27.7,14.3,37,14.7,902.0,0,0.00
2021-08-17,23.1,30.3,15.4,32,12.3,900.6,0,0.00
2021-08-18,25.0,31.8,16.9,27,16.2,897.4,1,0.00
2021-08-19,25.8,32.2,19.3,28,17.6,897.3,8,0.00
2021-08-20,24.4,30.2,18.2,41,18.9,900.4,2,0.00
2021-08-21,24.6,30.6,18.1,34,14.2,901.4,0,0.00
2021-08-22,24.7,31.0,19.0,30,17.3,900.7,0,0.00
2021-08-23,24.0,29.8,18.3,33,17.3,901.3,0,0.00
2021-08-24,23.4,29.4,17.0,37,15.5,901.4,0,0.00
2021-08-25,24.6,31.8,16.6,27,15.0,900.9,0,0.00
2021-08-26,26.5,33.6,18.5,25,11.2,900.6,3,0.00
2021-08-27,27.2,34.6,19.1,26,8.6,901.0,0,0.00
2021-08-28,28.5,35.3,21.0,23,11.3,899.5,4,0.00
2021-08-29,27.2,34.4,19.7,23,15.8,896.3,0,0.00
2021-08-30,26.6,32.8,19.7,34,14.2,897.7,8,0.00
2021-08-31,26.7,32.4,21.7,39,14.6,900.4,10,0.00
2021-09-01,26.2,31.9,20.7,36,14.7,899.1,16,0.00
2021-09-02,22.2,27.0,18.1,45,17.4,900.6,15,0.00
2021-09-03,18.8,23.7,14.2,41,19.1,902.7,0,0.00
2021-09-04,18.8,24.8,13.1,40,16.8,900.7,0,0.00
2021-09-05,20.1,26.7,13.7,31,18.5,899.6,3,0.00
2021-09-06,19.8,25.0,15.1,37,20.7,901.5,9,0.00
2021-09-07,18.2,24.0,13.1,45,16.4,904.6,1,0.00
2021-09-08,19.8,26.5,13.3,37,12.5,904.3,0,0.00
2021-09-09,22.0,28.9,14.7,31,10.5,901.6,6,0.00
2021-09-10,21.6,27.4,16.1,46,16.5,899.6,27,0.00
2021-09-11,19.2,23.6,14.7,52,13.4,900.6,19,0.00
2021-09-12,19.6,25.9,12.3,45,11.8,899.1,13,0.00
2021-09-13,21.5,27.0,15.7,39,8.7,897.7,27,0.00
2021-09-14,20.7,25.9,15.8,46,18.5,898.6,32,0.30
2021-09-15,17.1,21.9,14.2,74,13.3,899.2,85,8.10
2021-09-16,15.2,19.3,12.9,75,20.7,900.5,82,1.40
2021-09-17,15.4,20.0,11.4,69,13.9,902.0,39,0.10
2021-09-18,16.6,25.0,8.0,54,12.2,902.0,5,0.00
2021-09-19,20.2,27.5,13.4,48,18.8,902.5,12,0.00
2021-09-20,21.0,28.2,13.6,45,14.2,903.5,14,0.00
2021-09-21,21.6,29.6,14.2,43,14.1,902.6,1,0.00
2021-09-22,17.1,20.3,13.3,63,18.4,900.0,44,0.60
2021-09-23,11.9,16.6,8.9,67,17.8,895.7,34,6.50
2021-09-24,11.2,16.0,6.5,54,17.7,901.0,3,0.00
2021-09-25,13.6,21.4,5.9,48,10.7,904.3,12,0.00
2021-09-26,15.1,22.1,9.1,51,10.8,906.2,0,0.00
2021-09-27,16.5,23.9,10.1,41,12.2,901.5,19,0.00
2021-09-28,16.9,23.8,10.0,47,10.4,900.2,0,0.00
2021-09-29,16.9,22.7,11.5,54,14.2,901.0,39,0.80
2021-09-30,15.3,19.1,12.0,57,17.8,901.8,44,0.00
2021-10-01,13.2,18.5,8.3,47,13.7,902.8,6,0.00
2021-10-02,13.6,20.0,7.8,45,12.0,901.4,4,0.00
2021-10-03,13.9,19.6,9.3,44,15.8,902.7,0,0.00
2021-10-04,13.1,19.2,7.5,46,12.1,903.7,30,0.00
2021-10-05,12.6,18.7,7.3,49,18.4,902.6,1,0.00
2021-10-06,11.2,16.5,6.1,52,11.6,903.6,1,0.00
2021-10-07,12.1,18.8,5.8,47,9.8,902.9,0,0.00
2021-10-08,13.7,21.4,6.3,38,10.5,902.9,0,0.00
2021-10-09,16.8,25.6,8.6,32,9.5,902.7,0,0.00
2021-10-10,17.6,25.1,11.7,33,8.9,903.8,0,0.00
2021-10-11,17.9,25.5,10.9,36,12.3,902.6,6,0.00
2021-10-12,17.9,24.9,11.2,39,16.8,898.0,26,0.00
2021-10-13,16.3,23.3,10.6,49,17.8,898.0,44,0.00
2021-10-14,14.9,21.2,9.2,45,9.2,902.4,24,0.00
2021-10-15,16.3,23.7,9.8,46,11.2,903.1,10,0.00
2021-10-16,16.4,21.9,11.0,43,25.0,900.9,14,0.20
2021-10-17,13.8,20.9,9.1,62,13.5,899.8,41,0.00
2021-10-18,11.8,16.7,6.6,65,11.0,902.7,30,0.00
2021-10-19,12.5,16.9,8.0,59,13.4,905.5,30,0.00
2021-10-20,11.1,16.1,7.2,58,15.0,907.9,13,0.00
2021-10-21,10.2,16.6,3.8,49,7.7,907.2,0,0.00
2021-10-22,11.8,20.0,4.6,37,9.8,905.5,0,0.00
2021-10-23,12.4,20.8,4.8,31,9.5,904.9,0,0.00
2021-10-24,13.0,20.7,6.2,36,15.3,904.2,8,0.00
2021-10-25,9.4,12.6,6.6,71,19.7,906.3,62,0.00
2021-10-26,7.2,12.8,2.3,60,10.4,905.2,12,0.00
2021-10-27,9.9,16.3,3.7,45,8.8,904.1,22,0.00
2021-10-28,10.7,16.7,4.5,50,10.9,903.5,30,0.00
2021-10-29,9.5,15.0,4.6,57,16.2,902.6,3,0.00
2021-10-30,9.0,15.0,3.2,63,8.4,903.7,23,0.00
2021-10-31,12.2,18.5,6.3,55,13.7,903.6,63,0.00
2021-11-01,12.4,18.3,9.5,79,16.6,900.5,93,2.00
2021-11-02,12.9,19.2,8.6,77,9.0,898.9,80,9.50
2021-11-03,13.0,19.7,8.2,77,11.0,903.4,51,0.40
2021-11-04,12.5,19.1,7.0,70,8.3,908.0,0,0.00
2021-11-05,11.3,18.0,6.2,67,6.6,907.0,29,0.00
2021-11-06,10.9,18.9,5.5,58,10.9,906.8,0,0.00
2021-11-07,11.8,18.7,6.3,50,15.0,906.3,30,0.00
2021-11-08,13.1,19.2,8.0,53,9.2,904.7,52,0.00
2021-11-09,12.3,21.0,5.9,43,10.6,904.9,18,0.00
2021-11-10,8.1,11.0,4.2,57,27.6,907.7,54,1.20
2021-11-11,3.4,7.9,-0.4,61,16.6,908.6,26,0.00
2021-11-12,2.0,8.6,-3.2,63,6.4,905.1,0,0.00
2021-11-13,5.3,12.4,-1.2,43,8.0,904.9,75,0.00
2021-11-14,8.0,14.3,4.1,43,6.3,904.2,72,0.00
2021-11-15,7.9,15.0,2.5,51,10.8,902.5,36,0.00
2021-11-16,5.8,12.0,0.6,58,10.7,903.2,25,0.00
2021-11-17,6.6,13.8,0.8,55,7.8,902.6,40,0.00
2021-11-18,8.2,15.6,2.4,67,9.5,902.5,18,0.00
2021-11-19,7.5,12.3,3.4,75,13.1,899.7,60,0.00
2021-11-20,6.2,9.2,4.0,76,18.2,898.1,85,0.20
2021-11-21,4.8,9.6,0.9,72,8.6,900.5,4,0.00
2021-11-22,7.5,15.5,1.3,63,9.3,902.8,2,0.00
2021-11-23,8.8,16.4,3.1,74,13.9,903.2,66,0.10
2021-11-24,9.4,12.7,6.8,83,11.7,900.4,97,8.90
2021-11-25,6.3,8.2,4.5,85,9.0,901.7,90,0.10
2021-11-26,6.5,13.9,1.3,82,12.0,901.9,69,0.00
2021-11-27,10.6,15.7,7.7,71,22.6,901.3,99,0.10
2021-11-28,11.7,17.9,7.6,77,26.9,899.3,57,2.10
2021-11-29,13.0,19.6,6.8,62,29.7,900.4,82,0.00
2021-11-30,14.6,18.4,9.7,47,39.0,893.7,65,0.00
2021-12-01,5.3,9.4,0.4,58,18.3,895.3,4,0.00
2021-12-02,2.3,8.8,-2.3,62,9.0,900.5,0,0.00
2021-12-03,5.2,13.9,-1.5,65,8.6,901.4,43,0.00
2021-12-04,6.7,11.7,2.3,77,11.4,899.2,91,1.80
2021-12-05,8.1,13.3,3.3,69,8.9,896.7,44,0.10
2021-12-06,7.6,16.3,2.3,74,16.3,900.1,38,0.00
2021-12-07,8.9,13.8,4.2,74,31.7,894.8,81,11.10
2021-12-08,5.8,9.6,2.1,82,14.5,890.9,86,3.70
2021-12-09,3.9,11.2,-1.5,75,9.1,900.2,14,0.00
2021-12-10,5.6,13.9,0.4,67,15.2,903.1,46,0.00
2021-12-11,7.1,13.6,2.7,73,10.1,902.6,65,0.00
2021-12-12,7.1,15.1,2.4,63,13.0,902.0,31,0.00
2021-12-13,9.0,17.5,3.3,54,22.1,899.4,17,0.00
2021-12-14,7.0,9.6,3.7,84,11.6,895.3,89,25.50
2021-12-15,4.9,8.5,2.6,90,10.1,895.7,98,9.60
2021-12-16,2.6,4.0,1.6,89,6.6,899.4,100,4.10
2021-12-17,1.6,2.5,0.3,84,10.1,897.8,100,8.50
2021-12-18,0.9,3.0,-0.9,77,7.9,895.4,97,0.50
2021-12-19,-0.1,1.7,-3.0,90,10.0,890.9,91,17.30
2021-12-20,-2.1,0.5,-4.8,95,8.3,891.4,91,0.00
2021-12-21,-3.8,-0.2,-10.6,89,8.7,897.1,73,0.60
2021-12-22,-9.1,-4.8,-13.5,82,7.9,902.7,58,0.00
2021-12-23,-11.9,-6.7,-16.0,85,4.9,902.2,32,0.00
2021-12-24,-12.0,-6.1,-16.9,77,10.0,901.2,45,0.00
2021-12-25,-4.4,0.9,-9.5,69,10.4,901.9,7,0.00
2021-12-26,-2.9,1.5,-6.7,96,9.0,902.9,72,0.00
2021-12-27,-0.5,4.9,-5.3,92,6.5,902.8,96,0.00
2021-12-28,2.2,5.7,-1.9,88,7.4,899.8,81,0.00
2021-12-29,0.2,4.4,-3.9,92,7.9,896.7,75,0.00
2021-12-30,3.4,8.2,-0.5,81,17.7,896.3,96,0.10
2021-12-31,4.0,9.1,0.1,78,7.0,900.4,79,0.00
2022-01-01,3.1,10.2,-0.7,81,5.2,899.5,44,0.00
2022-01-02,4.8,8.4,2.2,83,17.3,901.5,80,1.50
2022-01-03,0.9,7.8,-4.4,69,9.8,901.9,32,0.00
2022-01-04,4.9,11.3,-0.6,59,9.1,899.0,62,0.00
2022-01-05,5.2,12.5,-0.0,72,12.8,900.4,21,0.00
2022-01-06,6.1,13.0,2.8,85,16.7,900.9,61,0.00
2022-01-07,5.7,12.3,2.1,80,6.0,900.7,79,0.00
2022-01-08,4.5,10.8,-0.5,80,13.6,898.8,80,0.00
2022-01-09,5.6,11.0,1.6,79,20.1,893.0,58,0.90
2022-01-10,4.8,9.1,1.6,85,15.4,889.5,97,3.20
2022-01-11,5.1,8.8,2.6,89,20.2,893.7,99,2.40
2022-01-12,3.6,6.3,1.7,94,15.5,894.8,91,16.50
2022-01-13,-0.4,2.2,-2.3,75,23.8,900.0,100,1.80
2022-01-14,-3.9,0.3,-6.5,64,18.9,901.3,27,0.00
2022-01-15,-2.7,3.7,-7.1,54,15.6,895.6,14,0.00
2022-01-16,-3.5,0.1,-5.5,62,21.7,901.4,34,0.00
2022-01-17,-3.8,2.7,-9.6,63,9.0,902.8,12,0.00
2022-01-18,-0.1,6.3,-5.2,64,22.1,897.8,98,1.40
2022-01-19,-5.1,-2.2,-7.0,60,28.1,901.9,71,0.60
2022-01-20,-5.4,0.4,-10.2,56,12.7,906.1,6,0.00
2022-01-21,-1.6,6.8,-8.1,54,15.9,902.9,15,0.00
2022-01-22,1.9,7.1,-0.6,86,27.0,893.9,97,6.60
2022-01-23,-5.0,-0.7,-8.3,79,18.3,890.6,100,22.20
2022-01-24,-8.5,-6.0,-10.6,79,9.0,899.1,79,0.90
2022-01-25,-8.6,-6.6,-11.5,85,12.1,900.2,100,11.80
2022-01-26,-7.7,-6.1,-9.1,79,15.8,896.2,92,3.50
2022-01-27,-9.1,-6.2,-12.3,76,12.6,900.0,32,0.00
2022-01-28,-13.6,-9.9,-17.2,86,8.7,901.5,54,0.00
2022-01-29,-10.9,-8.3,-13.7,74,5.5,902.2,70,0.00
2022-01-30,-5.1,-1.3,-8.6,83,10.7,898.6,79,1.10
2022-01-31,-1.1,0.6,-5.7,89,11.4,893.9,100,8.60
2022-02-01,-1.4,1.9,-7.5,90,9.7,895.8,96,0.00
2022-02-02,2.1,4.9,-0.4,89,13.1,895.8,98,2.20
2022-02-03,2.4,4.9,-0.4,87,12.4,890.9,94,3.70
2022-02-04,-0.9,0.8,-8.0,87,21.9,894.5,85,1.50
